filename,question,answer,sweep
form_constancy_39.png,Do the shapes on the left and right have the same orientation?,No,"[2, 10]"
form_constancy_9.png,Do the shapes on the left and right have the same orientation?,No,"[3, 5]"
form_constancy_69.png,Do the shapes on the left and right have the same orientation?,No,"[2, 15]"
form_constancy_67.png,Do the shapes on the left and right have the same orientation?,No,"[1, 15]"
form_constancy_28.png,Do the shapes on the left and right have the same orientation?,No,"[4, 7.5]"
form_constancy_45.png,Do the shapes on the left and right have the same orientation?,No,"[4, 10]"
form_constancy_46.png,Do the shapes on the left and right have the same orientation?,No,"[4, 10]"
form_constancy_0.png,Do the shapes on the left and right have the same orientation?,No,"[1, 5]"
form_constancy_14.png,Do the shapes on the left and right have the same orientation?,No,"[4, 5]"
form_constancy_56.png,Do the shapes on the left and right have the same orientation?,No,"[3, 12.5]"
form_constancy_58.png,Do the shapes on the left and right have the same orientation?,No,"[3, 12.5]"
form_constancy_57.png,Do the shapes on the left and right have the same orientation?,No,"[3, 12.5]"
form_constancy_64.png,Do the shapes on the left and right have the same orientation?,No,"[1, 15]"
form_constancy_71.png,Do the shapes on the left and right have the same orientation?,No,"[2, 15]"
form_constancy_23.png,Do the shapes on the left and right have the same orientation?,No,"[2, 7.5]"
form_constancy_42.png,Do the shapes on the left and right have the same orientation?,No,"[3, 10]"
form_constancy_52.png,Do the shapes on the left and right have the same orientation?,No,"[2, 12.5]"
form_constancy_76.png,Do the shapes on the left and right have the same orientation?,No,"[4, 15]"
form_constancy_37.png,Do the shapes on the left and right have the same orientation?,No,"[2, 10]"
form_constancy_59.png,Do the shapes on the left and right have the same orientation?,No,"[3, 12.5]"
form_constancy_7.png,Do the shapes on the left and right have the same orientation?,No,"[2, 5]"
form_constancy_30.png,Do the shapes on the left and right have the same orientation?,No,"[4, 7.5]"
form_constancy_54.png,Do the shapes on the left and right have the same orientation?,No,"[2, 12.5]"
form_constancy_41.png,Do the shapes on the left and right have the same orientation?,No,"[3, 10]"
form_constancy_53.png,Do the shapes on the left and right have the same orientation?,No,"[2, 12.5]"
form_constancy_74.png,Do the shapes on the left and right have the same orientation?,No,"[3, 15]"
form_constancy_60.png,Do the shapes on the left and right have the same orientation?,No,"[4, 12.5]"
form_constancy_25.png,Do the shapes on the left and right have the same orientation?,No,"[3, 7.5]"
form_constancy_72.png,Do the shapes on the left and right have the same orientation?,No,"[3, 15]"
form_constancy_5.png,Do the shapes on the left and right have the same orientation?,No,"[2, 5]"
form_constancy_48.png,Do the shapes on the left and right have the same orientation?,No,"[1, 12.5]"
form_constancy_24.png,Do the shapes on the left and right have the same orientation?,No,"[3, 7.5]"
form_constancy_13.png,Do the shapes on the left and right have the same orientation?,No,"[4, 5]"
form_constancy_75.png,Do the shapes on the left and right have the same orientation?,No,"[3, 15]"
form_constancy_19.png,Do the shapes on the left and right have the same orientation?,No,"[1, 7.5]"
form_constancy_62.png,Do the shapes on the left and right have the same orientation?,No,"[4, 12.5]"
form_constancy_15.png,Do the shapes on the left and right have the same orientation?,No,"[4, 5]"
form_constancy_21.png,Do the shapes on the left and right have the same orientation?,No,"[2, 7.5]"
form_constancy_29.png,Do the shapes on the left and right have the same orientation?,No,"[4, 7.5]"
form_constancy_38.png,Do the shapes on the left and right have the same orientation?,No,"[2, 10]"
form_constancy_26.png,Do the shapes on the left and right have the same orientation?,No,"[3, 7.5]"
form_constancy_35.png,Do the shapes on the left and right have the same orientation?,No,"[1, 10]"
form_constancy_11.png,Do the shapes on the left and right have the same orientation?,No,"[3, 5]"
form_constancy_12.png,Do the shapes on the left and right have the same orientation?,No,"[4, 5]"
form_constancy_61.png,Do the shapes on the left and right have the same orientation?,No,"[4, 12.5]"
form_constancy_51.png,Do the shapes on the left and right have the same orientation?,No,"[1, 12.5]"
form_constancy_44.png,Do the shapes on the left and right have the same orientation?,No,"[4, 10]"
form_constancy_2.png,Do the shapes on the left and right have the same orientation?,No,"[1, 5]"
form_constancy_36.png,Do the shapes on the left and right have the same orientation?,No,"[2, 10]"
form_constancy_77.png,Do the shapes on the left and right have the same orientation?,No,"[4, 15]"
form_constancy_68.png,Do the shapes on the left and right have the same orientation?,No,"[2, 15]"
form_constancy_1.png,Do the shapes on the left and right have the same orientation?,No,"[1, 5]"
form_constancy_70.png,Do the shapes on the left and right have the same orientation?,No,"[2, 15]"
form_constancy_47.png,Do the shapes on the left and right have the same orientation?,No,"[4, 10]"
form_constancy_50.png,Do the shapes on the left and right have the same orientation?,No,"[1, 12.5]"
form_constancy_78.png,Do the shapes on the left and right have the same orientation?,No,"[4, 15]"
form_constancy_6.png,Do the shapes on the left and right have the same orientation?,No,"[2, 5]"
form_constancy_3.png,Do the shapes on the left and right have the same orientation?,No,"[1, 5]"
form_constancy_66.png,Do the shapes on the left and right have the same orientation?,No,"[1, 15]"
form_constancy_16.png,Do the shapes on the left and right have the same orientation?,No,"[1, 7.5]"
form_constancy_43.png,Do the shapes on the left and right have the same orientation?,No,"[3, 10]"
form_constancy_10.png,Do the shapes on the left and right have the same orientation?,No,"[3, 5]"
form_constancy_65.png,Do the shapes on the left and right have the same orientation?,No,"[1, 15]"
form_constancy_40.png,Do the shapes on the left and right have the same orientation?,No,"[3, 10]"
form_constancy_4.png,Do the shapes on the left and right have the same orientation?,No,"[2, 5]"
form_constancy_79.png,Do the shapes on the left and right have the same orientation?,No,"[4, 15]"
form_constancy_63.png,Do the shapes on the left and right have the same orientation?,No,"[4, 12.5]"
form_constancy_55.png,Do the shapes on the left and right have the same orientation?,No,"[2, 12.5]"
form_constancy_34.png,Do the shapes on the left and right have the same orientation?,No,"[1, 10]"
form_constancy_49.png,Do the shapes on the left and right have the same orientation?,No,"[1, 12.5]"
form_constancy_27.png,Do the shapes on the left and right have the same orientation?,No,"[3, 7.5]"
form_constancy_18.png,Do the shapes on the left and right have the same orientation?,No,"[1, 7.5]"
form_constancy_22.png,Do the shapes on the left and right have the same orientation?,No,"[2, 7.5]"
form_constancy_17.png,Do the shapes on the left and right have the same orientation?,No,"[1, 7.5]"
form_constancy_31.png,Do the shapes on the left and right have the same orientation?,No,"[4, 7.5]"
form_constancy_32.png,Do the shapes on the left and right have the same orientation?,No,"[1, 10]"
form_constancy_8.png,Do the shapes on the left and right have the same orientation?,No,"[3, 5]"
form_constancy_73.png,Do the shapes on the left and right have the same orientation?,No,"[3, 15]"
form_constancy_20.png,Do the shapes on the left and right have the same orientation?,No,"[2, 7.5]"
form_constancy_33.png,Do the shapes on the left and right have the same orientation?,No,"[1, 10]"
